Start date;End date;Total (grid load) [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions
Oct 7, 2017;Oct 8, 2017;1,262,325.75;570,582.00;35,918.25
Oct 8, 2017;Oct 9, 2017;1,147,776.75;741,410.00;23,125.50
Oct 9, 2017;Oct 10, 2017;1,441,126.75;1,209,528.25;23,137.50
Oct 10, 2017;Oct 11, 2017;1,495,031.25;1,145,326.50;25,266.00
Oct 11, 2017;Oct 12, 2017;1,501,932.00;921,218.00;21,066.50
Oct 12, 2017;Oct 13, 2017;1,489,319.00;771,855.25;33,523.25
Oct 13, 2017;Oct 14, 2017;1,459,194.00;1,058,994.50;20,738.75
Oct 14, 2017;Oct 15, 2017;1,237,910.25;818,165.25;25,399.75
Oct 15, 2017;Oct 16, 2017;1,109,786.50;777,081.75;23,120.00
Oct 16, 2017;Oct 17, 2017;1,424,764.25;1,052,682.50;21,982.75
Oct 17, 2017;Oct 18, 2017;1,471,694.75;1,087,140.25;26,780.00
Oct 18, 2017;Oct 19, 2017;1,466,244.25;1,296,281.25;20,172.00
Oct 19, 2017;Oct 20, 2017;1,466,113.50;1,227,863.00;20,815.50
Oct 20, 2017;Oct 21, 2017;1,469,513.75;1,048,496.50;17,674.50
Oct 21, 2017;Oct 22, 2017;1,249,010.00;927,683.75;16,398.00
Oct 22, 2017;Oct 23, 2017;1,161,997.25;675,812.25;29,977.75
Oct 23, 2017;Oct 24, 2017;1,468,181.25;1,161,740.25;19,933.50
Oct 24, 2017;Oct 25, 2017;1,498,875.75;1,191,612.00;21,738.25
Oct 25, 2017;Oct 26, 2017;1,501,802.75;983,154.00;23,303.25
Oct 26, 2017;Oct 27, 2017;1,477,635.50;1,103,842.00;20,681.25
Oct 27, 2017;Oct 28, 2017;1,473,236.75;896,528.25;23,772.00
Oct 28, 2017;Oct 29, 2017;1,289,053.25;477,666.25;29,117.25
Oct 29, 2017;Oct 30, 2017;1,239,575.75;438,734.25;29,426.75
Oct 30, 2017;Oct 31, 2017;1,346,184.00;853,965.00;26,887.50
Oct 31, 2017;Nov 1, 2017;1,216,251.00;904,920.50;17,390.50
Nov 1, 2017;Nov 2, 2017;1,350,412.25;897,893.75;17,209.25
Nov 2, 2017;Nov 3, 2017;1,463,900.00;1,058,584.50;19,827.25
Nov 3, 2017;Nov 4, 2017;1,455,230.75;1,292,257.75;13,539.50
Nov 4, 2017;Nov 5, 2017;1,287,293.50;926,036.25;20,112.25
Nov 5, 2017;Nov 6, 2017;1,180,328.00;884,748.50;32,936.00
Nov 6, 2017;Nov 7, 2017;1,480,689.75;1,334,840.00;19,127.00
Nov 7, 2017;Nov 8, 2017;1,527,974.00;1,351,221.00;23,414.00
Nov 8, 2017;Nov 9, 2017;1,524,247.50;1,437,016.00;19,987.75
Nov 9, 2017;Nov 10, 2017;1,528,846.00;1,315,754.75;20,774.00
Nov 10, 2017;Nov 11, 2017;1,549,006.00;916,596.50;16,393.50
Nov 11, 2017;Nov 12, 2017;1,349,280.00;782,322.25;30,840.25
Nov 12, 2017;Nov 13, 2017;1,233,206.00;973,279.25;17,928.50
Nov 13, 2017;Nov 14, 2017;1,516,068.00;1,265,625.25;19,012.75
Nov 14, 2017;Nov 15, 2017;1,553,916.25;1,223,321.75;19,210.00
Nov 15, 2017;Nov 16, 2017;1,519,451.00;1,391,079.00;17,414.50
Nov 16, 2017;Nov 17, 2017;1,557,254.50;1,367,514.25;29,244.50
Nov 17, 2017;Nov 18, 2017;1,538,167.25;1,303,646.25;19,709.75
Nov 18, 2017;Nov 19, 2017;1,370,874.50;755,373.00;23,703.75
Nov 19, 2017;Nov 20, 2017;1,255,469.00;503,273.75;34,563.75
Nov 20, 2017;Nov 21, 2017;1,560,655.25;1,150,798.00;18,704.00
Nov 21, 2017;Nov 22, 2017;1,570,964.00;1,251,166.75;20,687.50
Nov 22, 2017;Nov 23, 2017;1,553,116.50;925,347.75;26,024.25
Nov 23, 2017;Nov 24, 2017;1,589,295.75;813,960.00;27,737.00
Nov 24, 2017;Nov 25, 2017;1,532,763.25;1,171,413.50;17,332.25
Nov 25, 2017;Nov 26, 2017;1,337,525.75;1,099,881.25;19,193.00
Nov 26, 2017;Nov 27, 2017;1,284,080.25;664,753.00;24,638.00
Nov 27, 2017;Nov 28, 2017;1,618,756.00;860,288.00;28,352.00
Nov 28, 2017;Nov 29, 2017;1,623,705.00;1,068,282.50;20,491.00
Nov 29, 2017;Nov 30, 2017;1,588,537.75;1,457,268.50;20,693.75
Nov 30, 2017;Dec 1, 2017;1,596,277.75;1,516,664.50;23,524.00
Dec 1, 2017;Dec 2, 2017;1,568,503.00;1,494,934.25;35,600.25
Dec 2, 2017;Dec 3, 2017;1,386,410.00;1,251,700.00;26,269.50
Dec 3, 2017;Dec 4, 2017;1,324,614.75;935,563.00;30,586.25
Dec 4, 2017;Dec 5, 2017;1,632,461.75;1,144,109.50;36,604.25
Dec 5, 2017;Dec 6, 2017;1,656,856.75;1,042,103.75;30,398.75
Dec 6, 2017;Dec 7, 2017;1,635,217.75;994,742.50;37,641.00
Dec 7, 2017;Dec 8, 2017;1,640,661.00;869,153.00;39,902.25
Dec 8, 2017;Dec 9, 2017;1,623,107.75;944,426.00;36,111.00
Dec 9, 2017;Dec 10, 2017;1,422,785.25;700,579.00;43,909.50
Dec 10, 2017;Dec 11, 2017;1,328,224.75;695,996.00;45,335.50
Dec 11, 2017;Dec 12, 2017;1,620,318.75;1,197,370.50;38,765.00
Dec 12, 2017;Dec 13, 2017;1,657,818.25;1,052,021.75;31,393.00
Dec 13, 2017;Dec 14, 2017;1,660,724.00;920,884.75;33,490.75
Dec 14, 2017;Dec 15, 2017;1,651,607.50;942,243.00;35,444.00
Dec 15, 2017;Dec 16, 2017;1,573,156.50;1,364,827.50;37,102.75
Dec 16, 2017;Dec 17, 2017;1,384,674.75;1,099,394.25;37,258.50
Dec 17, 2017;Dec 18, 2017;1,298,845.25;1,035,305.50;30,814.75
Dec 18, 2017;Dec 19, 2017;1,580,095.75;1,418,744.00;34,330.50
Dec 19, 2017;Dec 20, 2017;1,584,114.25;1,474,882.25;39,787.50
Dec 20, 2017;Dec 21, 2017;1,549,672.50;1,456,346.00;39,719.75
Dec 21, 2017;Dec 22, 2017;1,522,612.50;1,254,941.50;39,110.25
Dec 22, 2017;Dec 23, 2017;1,427,108.00;1,189,309.00;35,676.75
Dec 23, 2017;Dec 24, 2017;1,270,888.50;539,390.50;37,710.75
Dec 24, 2017;Dec 25, 2017;1,143,063.25;328,912.00;43,147.50
Dec 25, 2017;Dec 26, 2017;1,114,829.75;509,767.50;38,459.25
Dec 26, 2017;Dec 27, 2017;1,142,822.00;399,976.25;49,295.50
Dec 27, 2017;Dec 28, 2017;1,266,886.75;849,733.00;37,935.75
Dec 28, 2017;Dec 29, 2017;1,315,123.75;807,205.00;34,971.75
Dec 29, 2017;Dec 30, 2017;1,308,705.75;692,984.50;44,738.00
Dec 30, 2017;Dec 31, 2017;1,224,279.25;507,135.00;44,199.50
Dec 31, 2017;Jan 1, 2018;1,126,564.25;388,561.00;37,395.00
Jan 1, 2018;Jan 2, 2018;1,147,136.25;428,246.25;56,384.00
Jan 2, 2018;Jan 3, 2018;1,418,023.00;942,522.00;35,441.75
Jan 3, 2018;Jan 4, 2018;1,569,615.00;639,316.75;53,025.25
Jan 4, 2018;Jan 5, 2018;1,540,122.00;938,065.25;43,487.75
Jan 5, 2018;Jan 6, 2018;1,509,067.00;947,341.00;43,118.50
Jan 6, 2018;Jan 7, 2018;1,291,780.50;1,060,330.75;41,453.25
Jan 7, 2018;Jan 8, 2018;1,249,975.75;848,441.75;47,478.50
Jan 8, 2018;Jan 9, 2018;1,584,936.25;1,015,546.50;39,152.00
Jan 9, 2018;Jan 10, 2018;1,625,929.50;1,059,616.50;35,079.50
Jan 10, 2018;Jan 11, 2018;1,561,369.50;1,367,332.00;35,271.50
Jan 11, 2018;Jan 12, 2018;1,560,737.50;1,504,449.00;33,173.25
Jan 12, 2018;Jan 13, 2018;1,555,192.50;1,416,154.25;28,621.75
Jan 13, 2018;Jan 14, 2018;1,379,524.50;1,041,773.00;28,618.25
Jan 14, 2018;Jan 15, 2018;1,290,511.50;863,823.50;41,514.00
Jan 15, 2018;Jan 16, 2018;1,646,259.25;896,449.75;40,283.00
Jan 16, 2018;Jan 17, 2018;1,656,445.50;950,215.50;35,149.25
Jan 17, 2018;Jan 18, 2018;1,662,154.00;990,724.25;38,033.25
Jan 18, 2018;Jan 19, 2018;1,667,591.25;956,673.00;36,372.00
Jan 19, 2018;Jan 20, 2018;1,570,304.50;1,245,519.25;26,165.25
Jan 20, 2018;Jan 21, 2018;1,368,015.25;1,135,793.00;30,227.50
Jan 21, 2018;Jan 22, 2018;1,264,311.50;1,145,285.75;27,382.50
Jan 22, 2018;Jan 23, 2018;1,578,071.00;1,255,522.00;33,134.00
Jan 23, 2018;Jan 24, 2018;1,599,982.50;1,206,474.00;33,535.25
Jan 24, 2018;Jan 25, 2018;1,640,025.50;842,560.25;46,954.00
Jan 25, 2018;Jan 26, 2018;1,579,279.25;1,128,138.00;33,524.50
Jan 26, 2018;Jan 27, 2018;1,522,171.50;1,440,762.00;26,285.25
Jan 27, 2018;Jan 28, 2018;1,336,982.50;1,029,676.25;27,193.75
Jan 28, 2018;Jan 29, 2018;1,292,205.50;431,221.00;50,262.75
Jan 29, 2018;Jan 30, 2018;1,613,009.75;696,408.25;40,368.50
Jan 30, 2018;Jan 31, 2018;1,597,201.00;1,063,141.50;22,019.50
Jan 31, 2018;Feb 1, 2018;1,636,434.75;908,958.50;37,360.50
Feb 1, 2018;Feb 2, 2018;1,621,602.00;1,065,230.00;29,783.50
Feb 2, 2018;Feb 3, 2018;1,580,525.00;1,176,197.50;28,238.75
Feb 3, 2018;Feb 4, 2018;1,344,159.00;1,207,043.00;22,316.25
Feb 4, 2018;Feb 5, 2018;1,281,840.75;1,007,424.75;37,768.50
Feb 5, 2018;Feb 6, 2018;1,574,648.75;1,316,671.25;24,321.50
Feb 6, 2018;Feb 7, 2018;1,604,196.75;1,440,955.00;34,108.00
Feb 7, 2018;Feb 8, 2018;1,612,236.25;1,500,555.00;34,979.75
Feb 8, 2018;Feb 9, 2018;1,607,865.75;1,470,524.75;35,103.00
Feb 9, 2018;Feb 10, 2018;1,608,111.50;1,355,099.25;30,169.00
Feb 10, 2018;Feb 11, 2018;1,387,875.25;1,206,565.25;20,796.75
Feb 11, 2018;Feb 12, 2018;1,323,596.75;673,469.75;47,941.75
Feb 12, 2018;Feb 13, 2018;1,567,984.50;1,043,752.00;24,419.75
Feb 13, 2018;Feb 14, 2018;1,568,696.50;1,208,693.25;29,023.50
Feb 14, 2018;Feb 15, 2018;1,596,079.00;1,172,729.50;30,838.75
Feb 15, 2018;Feb 16, 2018;1,647,462.75;1,104,957.75;26,753.00
Feb 16, 2018;Feb 17, 2018;1,580,226.75;1,172,368.25;27,761.75
Feb 17, 2018;Feb 18, 2018;1,371,892.00;1,260,892.50;20,841.50
Feb 18, 2018;Feb 19, 2018;1,264,739.75;1,085,665.50;34,850.25
Feb 19, 2018;Feb 20, 2018;1,553,542.25;1,428,559.25;20,372.00
Feb 20, 2018;Feb 21, 2018;1,591,774.50;1,422,362.25;31,440.50
Feb 21, 2018;Feb 22, 2018;1,597,851.50;1,355,995.25;33,088.00
Feb 22, 2018;Feb 23, 2018;1,610,095.75;1,263,451.50;32,264.50
Feb 23, 2018;Feb 24, 2018;1,609,573.25;1,148,733.75;26,282.00
Feb 24, 2018;Feb 25, 2018;1,435,885.50;743,648.75;46,049.25
Feb 25, 2018;Feb 26, 2018;1,334,158.50;857,946.25;30,552.00
Feb 26, 2018;Feb 27, 2018;1,658,546.00;1,178,945.75;22,417.75
Feb 27, 2018;Feb 28, 2018;1,694,430.00;1,266,268.75;25,012.75
Feb 28, 2018;Mar 1, 2018;1,729,547.25;1,066,238.25;37,574.50
Mar 1, 2018;Mar 2, 2018;1,719,266.25;882,299.25;44,605.25
Mar 2, 2018;Mar 3, 2018;1,698,144.75;1,059,769.25;21,780.25
Mar 3, 2018;Mar 4, 2018;1,466,619.25;968,745.00;23,981.25
Mar 4, 2018;Mar 5, 2018;1,330,239.50;827,306.50;45,714.50
Mar 5, 2018;Mar 6, 2018;1,548,953.50;1,135,042.25;20,041.25
Mar 6, 2018;Mar 7, 2018;1,560,604.75;1,343,212.75;29,088.50
Mar 7, 2018;Mar 8, 2018;1,564,247.00;1,354,259.75;21,851.50
Mar 8, 2018;Mar 9, 2018;1,585,318.50;1,025,588.00;32,903.25
Mar 9, 2018;Mar 10, 2018;1,568,205.75;1,120,205.25;27,590.25
Mar 10, 2018;Mar 11, 2018;1,324,352.25;976,375.00;28,708.75
Mar 11, 2018;Mar 12, 2018;1,198,449.50;866,173.25;42,865.75
Mar 12, 2018;Mar 13, 2018;1,489,348.75;1,246,699.00;26,541.75
Mar 13, 2018;Mar 14, 2018;1,564,429.75;1,079,955.25;33,478.00
Mar 14, 2018;Mar 15, 2018;1,526,836.75;1,307,352.25;27,977.25
Mar 15, 2018;Mar 16, 2018;1,595,286.00;851,356.00;40,695.00
Mar 16, 2018;Mar 17, 2018;1,581,938.75;950,779.25;31,993.25
Mar 17, 2018;Mar 18, 2018;1,450,521.75;613,607.00;31,207.75
Mar 18, 2018;Mar 19, 2018;1,366,557.00;532,557.50;48,228.25
Mar 19, 2018;Mar 20, 2018;1,573,600.25;1,204,179.50;19,225.00
Mar 20, 2018;Mar 21, 2018;1,607,381.00;1,163,819.75;32,335.50
Mar 21, 2018;Mar 22, 2018;1,581,551.75;1,251,863.50;25,691.25
Mar 22, 2018;Mar 23, 2018;1,611,590.50;1,144,235.00;33,478.00
Mar 23, 2018;Mar 24, 2018;1,539,705.25;1,396,642.00;26,158.75
Mar 24, 2018;Mar 25, 2018;1,302,289.25;1,085,663.25;35,539.00
Mar 25, 2018;Mar 26, 2018;1,140,354.00;945,855.75;42,116.00
Mar 26, 2018;Mar 27, 2018;1,479,220.75;1,341,756.00;21,922.25
Mar 27, 2018;Mar 28, 2018;1,504,873.25;1,284,452.50;32,896.75
Mar 28, 2018;Mar 29, 2018;1,569,465.00;1,096,715.25;35,077.50
Mar 29, 2018;Mar 30, 2018;1,525,851.25;1,055,907.50;40,263.25
Mar 30, 2018;Mar 31, 2018;1,214,219.00;747,483.75;32,929.00
Mar 31, 2018;Apr 1, 2018;1,224,080.00;833,219.00;38,536.00
Apr 1, 2018;Apr 2, 2018;1,139,701.00;702,587.50;59,448.00
Apr 2, 2018;Apr 3, 2018;1,132,854.50;754,881.25;43,821.25
Apr 3, 2018;Apr 4, 2018;1,435,934.00;871,536.50;37,419.75
Apr 4, 2018;Apr 5, 2018;1,470,133.25;974,044.25;38,468.50
Apr 5, 2018;Apr 6, 2018;1,519,821.00;775,178.25;52,734.25
Apr 6, 2018;Apr 7, 2018;1,461,539.00;935,654.00;31,221.00
Apr 7, 2018;Apr 8, 2018;1,262,965.50;591,826.75;47,260.50
Apr 8, 2018;Apr 9, 2018;1,125,020.75;743,072.00;48,875.75
Apr 9, 2018;Apr 10, 2018;1,390,112.25;1,105,949.50;26,013.75
Apr 10, 2018;Apr 11, 2018;1,471,322.50;894,860.00;34,954.25
Apr 11, 2018;Apr 12, 2018;1,489,797.00;927,805.75;29,972.00
Apr 12, 2018;Apr 13, 2018;1,479,708.00;854,591.25;46,735.75
Apr 13, 2018;Apr 14, 2018;1,455,806.50;1,051,985.75;30,742.50
Apr 14, 2018;Apr 15, 2018;1,228,298.75;808,368.50;37,565.00
Apr 15, 2018;Apr 16, 2018;1,092,876.00;886,170.00;44,252.25
Apr 16, 2018;Apr 17, 2018;1,378,759.25;1,195,376.75;15,112.75
Apr 17, 2018;Apr 18, 2018;1,405,467.50;1,115,925.25;38,805.50
Apr 18, 2018;Apr 19, 2018;1,401,332.25;1,083,732.25;32,259.50
Apr 19, 2018;Apr 20, 2018;1,409,321.25;998,789.00;33,179.25
Apr 20, 2018;Apr 21, 2018;1,399,266.00;985,376.25;29,223.00
Apr 21, 2018;Apr 22, 2018;1,203,866.50;903,657.25;40,525.00
Apr 22, 2018;Apr 23, 2018;1,085,216.50;724,319.00;56,016.75
Apr 23, 2018;Apr 24, 2018;1,398,507.00;863,543.25;35,242.25
Apr 24, 2018;Apr 25, 2018;1,437,132.75;914,213.25;41,609.00
Apr 25, 2018;Apr 26, 2018;1,472,154.75;816,368.25;51,146.00
Apr 26, 2018;Apr 27, 2018;1,468,837.00;879,999.50;46,884.50
Apr 27, 2018;Apr 28, 2018;1,408,501.75;1,035,044.25;28,094.75
Apr 28, 2018;Apr 29, 2018;1,204,455.00;837,723.00;37,001.25
Apr 29, 2018;Apr 30, 2018;1,084,899.00;715,162.75;37,657.75
Apr 30, 2018;May 1, 2018;1,308,527.50;539,301.00;54,392.00
May 1, 2018;May 2, 2018;1,145,401.50;413,100.00;51,475.50
May 2, 2018;May 3, 2018;1,384,488.75;1,016,477.75;27,087.00
May 3, 2018;May 4, 2018;1,425,210.25;1,066,528.00;30,220.75
May 4, 2018;May 5, 2018;1,402,768.75;1,051,262.75;28,575.50
May 5, 2018;May 6, 2018;1,205,892.50;774,233.50;36,039.50
May 6, 2018;May 7, 2018;1,086,685.25;616,997.25;58,665.25
May 7, 2018;May 8, 2018;1,397,346.00;921,201.25;25,066.75
May 8, 2018;May 9, 2018;1,435,363.75;884,338.75;42,378.75
May 9, 2018;May 10, 2018;1,420,880.00;980,151.00;31,368.75
May 10, 2018;May 11, 2018;1,146,080.25;747,351.75;51,727.75
May 11, 2018;May 12, 2018;1,253,036.50;1,016,697.50;14,616.75
May 12, 2018;May 13, 2018;1,160,409.00;810,426.00;19,509.50
May 13, 2018;May 14, 2018;1,094,570.25;582,175.50;51,829.00
May 14, 2018;May 15, 2018;1,419,001.75;894,091.25;31,776.75
May 15, 2018;May 16, 2018;1,425,043.00;1,049,481.50;31,748.00
May 16, 2018;May 17, 2018;1,426,115.75;1,067,382.00;38,173.75
May 17, 2018;May 18, 2018;1,451,346.25;894,548.25;42,976.75
May 18, 2018;May 19, 2018;1,405,818.50;1,092,876.25;26,830.00
May 19, 2018;May 20, 2018;1,182,992.50;946,988.50;28,888.00
May 20, 2018;May 21, 2018;1,031,701.75;581,238.00;44,856.25
May 21, 2018;May 22, 2018;1,074,362.75;440,470.50;51,913.25
May 22, 2018;May 23, 2018;1,381,063.75;996,016.00;23,155.00
May 23, 2018;May 24, 2018;1,437,866.75;1,017,232.00;35,181.75
May 24, 2018;May 25, 2018;1,455,184.25;959,615.25;30,438.25
May 25, 2018;May 26, 2018;1,419,862.75;950,922.25;33,036.25
May 26, 2018;May 27, 2018;1,205,044.50;845,994.00;29,240.50
May 27, 2018;May 28, 2018;1,100,481.75;740,619.00;49,543.00
May 28, 2018;May 29, 2018;1,420,998.75;1,022,086.50;17,635.75
May 29, 2018;May 30, 2018;1,464,564.50;974,607.00;36,813.75
May 30, 2018;May 31, 2018;1,433,399.75;1,110,452.50;26,561.25
May 31, 2018;Jun 1, 2018;1,251,888.50;931,013.75;32,328.75
Jun 1, 2018;Jun 2, 2018;1,318,399.25;1,019,834.75;28,327.50
Jun 2, 2018;Jun 3, 2018;1,169,852.00;910,024.00;14,907.75
Jun 3, 2018;Jun 4, 2018;1,074,054.50;837,535.50;43,300.75
Jun 4, 2018;Jun 5, 2018;1,389,459.50;1,070,922.75;12,189.50
Jun 5, 2018;Jun 6, 2018;1,434,556.25;1,140,421.00;22,985.25
Jun 6, 2018;Jun 7, 2018;1,453,896.75;1,012,939.00;33,108.75
Jun 7, 2018;Jun 8, 2018;1,453,601.25;1,106,640.50;21,022.00
Jun 8, 2018;Jun 9, 2018;1,428,687.25;1,154,744.75;24,373.00
Jun 9, 2018;Jun 10, 2018;1,223,534.75;944,440.75;14,696.00
Jun 10, 2018;Jun 11, 2018;1,104,430.00;825,811.25;44,069.25
Jun 11, 2018;Jun 12, 2018;1,436,745.50;1,091,203.50;15,681.75
Jun 12, 2018;Jun 13, 2018;1,450,667.00;1,110,396.75;28,178.00
Jun 13, 2018;Jun 14, 2018;1,438,883.75;1,126,532.50;23,251.50
Jun 14, 2018;Jun 15, 2018;1,438,511.25;1,042,846.00;28,937.50
Jun 15, 2018;Jun 16, 2018;1,411,192.25;1,186,290.50;17,808.75
Jun 16, 2018;Jun 17, 2018;1,192,190.75;929,431.00;18,324.00
Jun 17, 2018;Jun 18, 2018;1,089,970.75;706,611.00;46,351.00
Jun 18, 2018;Jun 19, 2018;1,413,108.00;1,057,524.75;15,137.25
Jun 19, 2018;Jun 20, 2018;1,466,885.25;1,097,337.25;23,167.00
Jun 20, 2018;Jun 21, 2018;1,467,840.50;1,061,279.00;26,857.25
Jun 21, 2018;Jun 22, 2018;1,482,940.50;811,221.00;49,388.75
Jun 22, 2018;Jun 23, 2018;1,434,533.50;692,567.25;35,954.25
Jun 23, 2018;Jun 24, 2018;1,199,012.00;560,279.50;42,988.75
Jun 24, 2018;Jun 25, 2018;1,071,918.25;708,259.50;39,302.25
Jun 25, 2018;Jun 26, 2018;1,394,140.00;1,037,520.50;17,456.50
Jun 26, 2018;Jun 27, 2018;1,416,181.25;1,148,972.75;21,145.00
Jun 27, 2018;Jun 28, 2018;1,418,567.25;1,068,789.75;21,865.25
Jun 28, 2018;Jun 29, 2018;1,440,380.00;1,071,054.25;20,784.75
Jun 29, 2018;Jun 30, 2018;1,419,141.75;1,011,103.75;26,552.25
Jun 30, 2018;Jul 1, 2018;1,191,701.00;706,482.75;35,227.75
Jul 1, 2018;Jul 2, 2018;1,081,028.00;537,522.75;47,507.00
Jul 2, 2018;Jul 3, 2018;1,391,561.75;979,775.75;16,789.50
Jul 3, 2018;Jul 4, 2018;1,442,748.00;1,111,796.25;19,529.50
Jul 4, 2018;Jul 5, 2018;1,449,918.00;1,207,031.50;15,799.75
Jul 5, 2018;Jul 6, 2018;1,456,236.00;1,152,622.75;22,064.50
Jul 6, 2018;Jul 7, 2018;1,441,871.00;999,035.25;17,970.25
Jul 7, 2018;Jul 8, 2018;1,206,949.50;675,180.25;35,362.25
Jul 8, 2018;Jul 9, 2018;1,080,675.75;685,551.25;39,130.25
Jul 9, 2018;Jul 10, 2018;1,382,068.50;901,605.25;20,714.50
Jul 10, 2018;Jul 11, 2018;1,387,295.00;1,085,162.75;17,155.75
Jul 11, 2018;Jul 12, 2018;1,382,192.00;1,128,193.50;16,595.25
Jul 12, 2018;Jul 13, 2018;1,392,975.00;1,074,133.00;20,932.00
Jul 13, 2018;Jul 14, 2018;1,371,282.50;1,013,177.00;17,057.25
Jul 14, 2018;Jul 15, 2018;1,165,606.50;867,466.50;13,225.25
Jul 15, 2018;Jul 16, 2018;1,059,533.75;791,654.00;30,522.25
Jul 16, 2018;Jul 17, 2018;1,341,619.25;1,080,443.00;8,126.50
Jul 17, 2018;Jul 18, 2018;1,388,514.50;1,064,042.00;11,332.75
Jul 18, 2018;Jul 19, 2018;1,403,032.50;963,124.25;13,420.00
Jul 19, 2018;Jul 20, 2018;1,390,890.00;1,040,048.25;10,356.75
Jul 20, 2018;Jul 21, 2018;1,358,023.25;1,072,201.00;11,601.25
Jul 21, 2018;Jul 22, 2018;1,157,853.75;947,255.00;7,553.00
Jul 22, 2018;Jul 23, 2018;1,068,034.25;856,937.75;30,917.25
Jul 23, 2018;Jul 24, 2018;1,366,034.75;1,121,627.25;11,484.25
Jul 24, 2018;Jul 25, 2018;1,408,588.75;1,151,095.25;13,742.00
Jul 25, 2018;Jul 26, 2018;1,430,633.75;1,149,489.00;20,647.50
Jul 26, 2018;Jul 27, 2018;1,431,494.25;1,066,297.00;17,304.00
Jul 27, 2018;Jul 28, 2018;1,418,512.25;970,490.00;18,948.75
Jul 28, 2018;Jul 29, 2018;1,214,138.25;798,977.50;17,736.00
Jul 29, 2018;Jul 30, 2018;1,081,520.75;742,652.75;48,654.00
Jul 30, 2018;Jul 31, 2018;1,375,865.75;1,075,854.50;12,334.25
Jul 31, 2018;Aug 1, 2018;1,417,207.25;1,070,388.75;24,426.25
Aug 1, 2018;Aug 2, 2018;1,415,061.00;1,135,832.50;17,862.00
Aug 2, 2018;Aug 3, 2018;1,418,800.75;1,144,609.75;25,139.50
Aug 3, 2018;Aug 4, 2018;1,399,961.50;1,122,379.50;27,075.25
Aug 4, 2018;Aug 5, 2018;1,209,111.50;911,134.75;11,859.75
Aug 5, 2018;Aug 6, 2018;1,105,957.50;709,768.25;45,368.50
Aug 6, 2018;Aug 7, 2018;1,369,954.25;1,064,957.50;16,008.25
Aug 7, 2018;Aug 8, 2018;1,414,342.00;1,088,003.50;22,829.75
Aug 8, 2018;Aug 9, 2018;1,444,828.25;972,909.75;33,584.50
Aug 9, 2018;Aug 10, 2018;1,425,449.00;996,734.50;25,195.00
Aug 10, 2018;Aug 11, 2018;1,391,009.75;794,629.25;35,249.00
Aug 11, 2018;Aug 12, 2018;1,185,330.25;592,985.75;42,580.25
Aug 12, 2018;Aug 13, 2018;1,062,668.00;714,007.00;30,016.75
Aug 13, 2018;Aug 14, 2018;1,353,959.50;1,061,598.25;19,392.75
Aug 14, 2018;Aug 15, 2018;1,380,874.00;946,918.50;29,156.00
Aug 15, 2018;Aug 16, 2018;1,339,788.50;1,074,357.75;24,407.25
Aug 16, 2018;Aug 17, 2018;1,369,857.25;1,007,715.50;21,812.50
Aug 17, 2018;Aug 18, 2018;1,360,004.00;1,056,452.50;19,176.50
Aug 18, 2018;Aug 19, 2018;1,179,485.00;837,075.75;25,290.75
Aug 19, 2018;Aug 20, 2018;1,088,634.75;720,951.25;37,291.75
Aug 20, 2018;Aug 21, 2018;1,375,968.50;1,047,675.75;15,019.00
Aug 21, 2018;Aug 22, 2018;1,385,420.75;1,173,969.00;28,068.50
Aug 22, 2018;Aug 23, 2018;1,411,518.00;1,117,123.25;25,972.75
Aug 23, 2018;Aug 24, 2018;1,425,009.25;1,125,529.00;25,406.75
Aug 24, 2018;Aug 25, 2018;1,403,209.25;970,845.25;31,303.75
Aug 25, 2018;Aug 26, 2018;1,183,875.50;800,265.75;25,381.75
Aug 26, 2018;Aug 27, 2018;1,074,934.00;677,505.50;42,011.25
Aug 27, 2018;Aug 28, 2018;1,416,226.75;774,199.25;34,083.50
Aug 28, 2018;Aug 29, 2018;1,398,797.00;1,132,392.00;18,457.00
Aug 29, 2018;Aug 30, 2018;1,416,927.25;1,068,562.00;26,062.25
Aug 30, 2018;Aug 31, 2018;1,428,877.50;1,013,847.00;30,342.75
Aug 31, 2018;Sep 1, 2018;1,375,348.75;1,105,568.25;21,640.00
Sep 1, 2018;Sep 2, 2018;1,163,909.50;947,726.00;15,916.50
Sep 2, 2018;Sep 3, 2018;1,084,433.25;838,818.25;33,257.25
Sep 3, 2018;Sep 4, 2018;1,395,458.75;1,131,913.50;19,464.75
Sep 4, 2018;Sep 5, 2018;1,412,936.50;1,189,569.75;33,241.00
Sep 5, 2018;Sep 6, 2018;1,401,736.50;1,162,923.75;31,437.75
Sep 6, 2018;Sep 7, 2018;1,416,087.50;1,155,915.75;31,101.75
Sep 7, 2018;Sep 8, 2018;1,401,293.00;1,096,253.75;31,336.25
Sep 8, 2018;Sep 9, 2018;1,201,574.00;747,923.75;35,317.00
Sep 9, 2018;Sep 10, 2018;1,075,153.75;762,358.00;39,557.75
Sep 10, 2018;Sep 11, 2018;1,386,180.50;1,068,831.00;23,517.50
Sep 11, 2018;Sep 12, 2018;1,463,556.25;882,889.75;42,103.75
Sep 12, 2018;Sep 13, 2018;1,443,137.00;1,059,047.25;23,469.75
Sep 13, 2018;Sep 14, 2018;1,411,773.00;1,263,184.00;22,434.00
